r,t,y,AnnualVariableOperatingCost
RE1,PHL_POW_PP_NUSMR,2029,0.0
RE1,PHL_POW_PP_NUSMR,2030,0.0
RE1,PHL_POW_PP_NUSMR,2031,0.0
RE1,PHL_POW_PP_NUSMR,2032,0.0
RE1,PHL_POW_PP_NUSMR,2033,0.0
RE1,PHL_POW_PP_NUSMR,2034,0.0
RE1,PHL_POW_PP_NUSMR,2035,0.0
RE1,PHL_POW_PP_NUSMR,2036,0.0017
RE1,PHL_POW_PP_NUSMR,2037,0.0089
RE1,PHL_POW_PP_NUSMR,2038,0.0177
RE1,PHL_POW_PP_NUSMR,2039,0.0226
RE1,PHL_POW_PP_NUSMR,2040,0.0263
RE1,PHL_POW_PP_NUSMR,2041,0.0289
RE1,PHL_POW_PP_NUSMR,2042,0.0316
RE1,PHL_POW_PP_NUSMR,2043,0.0335
RE1,PHL_POW_PP_NUSMR,2044,0.0363
RE1,PHL_POW_PP_NUSMR,2045,0.0399
RE1,PHL_POW_PP_NUSMR,2046,0.046
RE1,PHL_POW_PP_NUSMR,2047,0.0535
RE1,PHL_POW_PP_NUSMR,2048,0.0583
RE1,PHL_POW_PP_NUSMR,2049,0.065
RE1,PHL_POW_PP_NUSMR,2050,0.067
RE1,PHL_POW_PP_NUSMR,2051,0.0704
RE1,PHL_POW_PP_NUSMR,2052,0.0777
RE1,PHL_POW_PP_NUSMR,2053,0.0743
RE1,PHL_POW_PP_NU,2020,0.0
RE1,PHL_POW_PP_NU,2021,0.0
RE1,PHL_POW_PP_NU,2022,0.0
RE1,PHL_POW_PP_NU,2023,0.0
RE1,PHL_POW_PP_NU,2024,0.0
RE1,PHL_POW_PP_NU,2025,0.0
RE1,PHL_POW_PP_NU,2026,0.0
RE1,PHL_POW_PP_NU,2027,0.0
RE1,PHL_POW_PP_NU,2028,0.0
RE1,PHL_POW_PP_NU,2029,0.0
RE1,PHL_POW_PP_NU,2030,0.0
RE1,PHL_POW_PP_NU,2031,0.0
RE1,PHL_POW_PP_NU,2032,0.0
RE1,PHL_POW_PP_NU,2033,0.0
RE1,PHL_POW_PP_NU,2034,0.0
RE1,PHL_POW_PP_NU,2035,0.0
RE1,PHL_POW_PP_NU,2036,0.0
RE1,PHL_POW_PP_NU,2037,0.0
RE1,PHL_POW_PP_NU,2038,0.0
RE1,PHL_POW_PP_NU,2039,0.0
RE1,PHL_POW_PP_NU,2040,0.0
RE1,PHL_POW_PP_NU,2041,0.0
RE1,PHL_POW_PP_NU,2042,0.0
RE1,PHL_POW_PP_NU,2043,0.0
RE1,PHL_POW_PP_NU,2044,0.0
RE1,PHL_POW_PP_NU,2045,0.0
RE1,PHL_POW_PP_NU,2046,0.0
RE1,PHL_POW_PP_NU,2047,0.0
RE1,PHL_POW_PP_NU,2048,0.0
RE1,PHL_POW_PP_NU,2049,0.0
RE1,PHL_POW_PP_NU,2050,0.0
RE1,PHL_POW_PP_NU,2051,0.0
RE1,PHL_POW_PP_NU,2052,0.0
RE1,PHL_POW_PP_NU,2053,0.0
RE1,PHL_POW_PP_NGCC_CCS,2020,0.0
RE1,PHL_POW_PP_NGCC_CCS,2021,0.0
RE1,PHL_POW_PP_NGCC_CCS,2022,0.0
RE1,PHL_POW_PP_NGCC_CCS,2023,0.0
RE1,PHL_POW_PP_NGCC_CCS,2024,0.0
RE1,PHL_POW_PP_NGCC_CCS,2025,0.0
RE1,PHL_POW_PP_NGCC_CCS,2026,0.0
RE1,PHL_POW_PP_NGCC_CCS,2027,0.0
RE1,PHL_POW_PP_NGCC_CCS,2028,0.0
RE1,PHL_POW_PP_NGCC_CCS,2029,0.0
RE1,PHL_POW_PP_NGCC_CCS,2030,0.0
RE1,PHL_POW_PP_NGCC_CCS,2031,0.0
RE1,PHL_POW_PP_NGCC_CCS,2032,0.0
RE1,PHL_POW_PP_NGCC_CCS,2033,0.0
RE1,PHL_POW_PP_NGCC_CCS,2034,0.0
RE1,PHL_POW_PP_NGCC_CCS,2035,0.0
RE1,PHL_POW_PP_NGCC_CCS,2036,0.0
RE1,PHL_POW_PP_NGCC_CCS,2037,0.0
RE1,PHL_POW_PP_NGCC_CCS,2038,0.0
RE1,PHL_POW_PP_NGCC_CCS,2039,0.0
RE1,PHL_POW_PP_NGCC_CCS,2040,0.0
RE1,PHL_POW_PP_NGCC_CCS,2041,0.0
RE1,PHL_POW_PP_NGCC_CCS,2042,0.0
RE1,PHL_POW_PP_NGCC_CCS,2043,0.0
RE1,PHL_POW_PP_NGCC_CCS,2044,0.0
RE1,PHL_POW_PP_NGCC_CCS,2045,0.0
RE1,PHL_POW_PP_NGCC_CCS,2046,0.0
RE1,PHL_POW_PP_NGCC_CCS,2047,0.0
RE1,PHL_POW_PP_NGCC_CCS,2048,0.0
RE1,PHL_POW_PP_NGCC_CCS,2049,0.0
RE1,PHL_POW_PP_NGCC_CCS,2050,0.0
RE1,PHL_POW_PP_NGCC_CCS,2051,0.0
RE1,PHL_POW_PP_NGCC_CCS,2052,0.0
RE1,PHL_POW_PP_NGCC_CCS,2053,0.0
RE1,PHL_POW_PP_NGCC,2020,0.0
RE1,PHL_POW_PP_NGCC,2021,0.0
RE1,PHL_POW_PP_NGCC,2022,0.0
RE1,PHL_POW_PP_NGCC,2023,0.0
RE1,PHL_POW_PP_NGCC,2024,0.0
RE1,PHL_POW_PP_NGCC,2025,0.0006
RE1,PHL_POW_PP_NGCC,2026,0.0006
RE1,PHL_POW_PP_NGCC,2027,0.0004
RE1,PHL_POW_PP_NGCC,2028,0.0001
RE1,PHL_POW_PP_NGCC,2029,0.0
RE1,PHL_POW_PP_NGCC,2030,0.0
RE1,PHL_POW_PP_NGCC,2031,0.0
RE1,PHL_POW_PP_NGCC,2032,0.0
RE1,PHL_POW_PP_NGCC,2033,0.0
RE1,PHL_POW_PP_NGCC,2034,0.0
RE1,PHL_POW_PP_NGCC,2035,0.0
RE1,PHL_POW_PP_NGCC,2036,0.0018
RE1,PHL_POW_PP_NGCC,2037,0.0016
RE1,PHL_POW_PP_NGCC,2038,0.0012
RE1,PHL_POW_PP_NGCC,2039,0.0026
RE1,PHL_POW_PP_NGCC,2040,0.0047
RE1,PHL_POW_PP_NGCC,2041,0.0052
RE1,PHL_POW_PP_NGCC,2042,0.0059
RE1,PHL_POW_PP_NGCC,2043,0.0069
RE1,PHL_POW_PP_NGCC,2044,0.0075
RE1,PHL_POW_PP_NGCC,2045,0.0078
RE1,PHL_POW_PP_NGCC,2046,0.0082
RE1,PHL_POW_PP_NGCC,2047,0.008
RE1,PHL_POW_PP_NGCC,2048,0.0077
RE1,PHL_POW_PP_NGCC,2049,0.0075
RE1,PHL_POW_PP_NGCC,2050,0.0081
RE1,PHL_POW_PP_NGCC,2051,0.0078
RE1,PHL_POW_PP_NGCC,2052,0.0081
RE1,PHL_POW_PP_NGCC,2053,0.0126
RE1,PHL_POW_PP_HY_LA,2020,0.0026
RE1,PHL_POW_PP_HY_LA,2021,0.0033
RE1,PHL_POW_PP_HY_LA,2022,0.0036
RE1,PHL_POW_PP_HY_LA,2023,0.0037
RE1,PHL_POW_PP_HY_LA,2024,0.0039
RE1,PHL_POW_PP_HY_LA,2025,0.0039
RE1,PHL_POW_PP_HY_LA,2026,0.0039
RE1,PHL_POW_PP_HY_LA,2027,0.0039
RE1,PHL_POW_PP_HY_LA,2028,0.0039
RE1,PHL_POW_PP_HY_LA,2029,0.0039
RE1,PHL_POW_PP_HY_LA,2030,0.0039
RE1,PHL_POW_PP_HY_LA,2031,0.0039
RE1,PHL_POW_PP_HY_LA,2032,0.0039
RE1,PHL_POW_PP_HY_LA,2033,0.0039
RE1,PHL_POW_PP_HY_LA,2034,0.0039
RE1,PHL_POW_PP_HY_LA,2035,0.0039
RE1,PHL_POW_PP_HY_LA,2036,0.0039
RE1,PHL_POW_PP_HY_LA,2037,0.0039
RE1,PHL_POW_PP_HY_LA,2038,0.0039
RE1,PHL_POW_PP_HY_LA,2039,0.0039
RE1,PHL_POW_PP_HY_LA,2040,0.0039
RE1,PHL_POW_PP_HY_LA,2041,0.0039
RE1,PHL_POW_PP_HY_LA,2042,0.0039
RE1,PHL_POW_PP_HY_LA,2043,0.0039
RE1,PHL_POW_PP_HY_LA,2044,0.0039
RE1,PHL_POW_PP_HY_LA,2045,0.0039
RE1,PHL_POW_PP_HY_LA,2046,0.0039
RE1,PHL_POW_PP_HY_LA,2047,0.0039
RE1,PHL_POW_PP_HY_LA,2048,0.0039
RE1,PHL_POW_PP_HY_LA,2049,0.0035
RE1,PHL_POW_PP_HY_LA,2050,0.0032
RE1,PHL_POW_PP_HY_LA,2051,0.0032
RE1,PHL_POW_PP_HY_LA,2052,0.0029
RE1,PHL_POW_PP_HY_LA,2053,0.0039
RE1,PHL_POW_PP_H2,2020,0.0
RE1,PHL_POW_PP_H2,2021,0.0
RE1,PHL_POW_PP_H2,2022,0.0
RE1,PHL_POW_PP_H2,2023,0.0
RE1,PHL_POW_PP_H2,2024,0.0
RE1,PHL_POW_PP_H2,2025,0.0
RE1,PHL_POW_PP_H2,2026,0.0
RE1,PHL_POW_PP_H2,2027,0.0
RE1,PHL_POW_PP_H2,2028,0.0
RE1,PHL_POW_PP_H2,2029,0.0
RE1,PHL_POW_PP_H2,2030,0.0
RE1,PHL_POW_PP_H2,2031,0.0
RE1,PHL_POW_PP_H2,2032,0.0
RE1,PHL_POW_PP_H2,2033,0.0
RE1,PHL_POW_PP_H2,2034,0.0
RE1,PHL_POW_PP_H2,2035,0.0
RE1,PHL_POW_PP_H2,2036,0.0
RE1,PHL_POW_PP_H2,2037,0.0
RE1,PHL_POW_PP_H2,2038,0.0
RE1,PHL_POW_PP_H2,2039,0.0
RE1,PHL_POW_PP_H2,2040,-0.0
RE1,PHL_POW_PP_H2,2041,-0.0
RE1,PHL_POW_PP_H2,2042,0.0
RE1,PHL_POW_PP_H2,2043,0.0
RE1,PHL_POW_PP_H2,2044,-0.0
RE1,PHL_POW_PP_H2,2045,-0.0
RE1,PHL_POW_PP_H2,2046,0.0
RE1,PHL_POW_PP_H2,2047,-0.0
RE1,PHL_POW_PP_H2,2048,-0.0
RE1,PHL_POW_PP_H2,2049,-0.0
RE1,PHL_POW_PP_H2,2050,0.0
RE1,PHL_POW_PP_H2,2051,-0.0
RE1,PHL_POW_PP_H2,2052,-0.0
RE1,PHL_POW_PP_H2,2053,-0.0
RE1,PHL_POW_PP_COAL_CCS,2020,0.0
RE1,PHL_POW_PP_COAL_CCS,2021,0.0
RE1,PHL_POW_PP_COAL_CCS,2022,0.0
RE1,PHL_POW_PP_COAL_CCS,2023,0.0
RE1,PHL_POW_PP_COAL_CCS,2024,0.0
RE1,PHL_POW_PP_COAL_CCS,2025,0.0
RE1,PHL_POW_PP_COAL_CCS,2026,0.0
RE1,PHL_POW_PP_COAL_CCS,2027,0.0
RE1,PHL_POW_PP_COAL_CCS,2028,0.0
RE1,PHL_POW_PP_COAL_CCS,2029,0.0
RE1,PHL_POW_PP_COAL_CCS,2030,0.0
RE1,PHL_POW_PP_COAL_CCS,2031,0.0
RE1,PHL_POW_PP_COAL_CCS,2032,0.0
RE1,PHL_POW_PP_COAL_CCS,2033,0.0
RE1,PHL_POW_PP_COAL_CCS,2034,0.0
RE1,PHL_POW_PP_COAL_CCS,2035,0.0
RE1,PHL_POW_PP_COAL_CCS,2036,0.0
RE1,PHL_POW_PP_COAL_CCS,2037,0.0
RE1,PHL_POW_PP_COAL_CCS,2038,0.0
RE1,PHL_POW_PP_COAL_CCS,2039,0.0
RE1,PHL_POW_PP_COAL_CCS,2040,0.0
RE1,PHL_POW_PP_COAL_CCS,2041,0.0
RE1,PHL_POW_PP_COAL_CCS,2042,0.0
RE1,PHL_POW_PP_COAL_CCS,2043,0.0
RE1,PHL_POW_PP_COAL_CCS,2044,0.0
RE1,PHL_POW_PP_COAL_CCS,2045,0.0
RE1,PHL_POW_PP_COAL_CCS,2046,0.0
RE1,PHL_POW_PP_COAL_CCS,2047,0.0
RE1,PHL_POW_PP_COAL_CCS,2048,0.0
RE1,PHL_POW_PP_COAL_CCS,2049,0.0
RE1,PHL_POW_PP_COAL_CCS,2050,0.0
RE1,PHL_POW_PP_COAL_CCS,2051,0.0
RE1,PHL_POW_PP_COAL_CCS,2052,0.0
RE1,PHL_POW_PP_COAL_CCS,2053,0.0
RE1,PHL_POW_PP_COAL,2020,0.0
RE1,PHL_POW_PP_COAL,2021,0.0
RE1,PHL_POW_PP_COAL,2022,0.0
RE1,PHL_POW_PP_COAL,2023,0.0
RE1,PHL_POW_PP_COAL,2024,0.0
RE1,PHL_POW_PP_COAL,2025,0.0066
RE1,PHL_POW_PP_COAL,2026,0.0066
RE1,PHL_POW_PP_COAL,2027,0.0113
RE1,PHL_POW_PP_COAL,2028,0.0159
RE1,PHL_POW_PP_COAL,2029,0.0205
RE1,PHL_POW_PP_COAL,2030,0.0398
RE1,PHL_POW_PP_COAL,2031,0.0406
RE1,PHL_POW_PP_COAL,2032,0.0411
RE1,PHL_POW_PP_COAL,2033,0.0416
RE1,PHL_POW_PP_COAL,2034,0.0394
RE1,PHL_POW_PP_COAL,2035,0.038
RE1,PHL_POW_PP_COAL,2036,0.0355
RE1,PHL_POW_PP_COAL,2037,0.034
RE1,PHL_POW_PP_COAL,2038,0.0314
RE1,PHL_POW_PP_COAL,2039,0.0306
RE1,PHL_POW_PP_COAL,2040,0.0305
RE1,PHL_POW_PP_COAL,2041,0.0307
RE1,PHL_POW_PP_COAL,2042,0.031
RE1,PHL_POW_PP_COAL,2043,0.0314
RE1,PHL_POW_PP_COAL,2044,0.0317
RE1,PHL_POW_PP_COAL,2045,0.0317
RE1,PHL_POW_PP_COAL,2046,0.0296
RE1,PHL_POW_PP_COAL,2047,0.027
RE1,PHL_POW_PP_COAL,2048,0.026
RE1,PHL_POW_PP_COAL,2049,0.025
RE1,PHL_POW_PP_COAL,2050,0.0223
RE1,PHL_POW_PP_COAL,2051,0.0217
RE1,PHL_POW_PP_COAL,2052,0.0203
RE1,PHL_POW_PP_COAL,2053,0.0169
RE1,PHL_POW_PP_BIOM_CCS,2020,0.0
RE1,PHL_POW_PP_BIOM_CCS,2021,0.0
RE1,PHL_POW_PP_BIOM_CCS,2022,0.0
RE1,PHL_POW_PP_BIOM_CCS,2023,0.0
RE1,PHL_POW_PP_BIOM_CCS,2024,0.0
RE1,PHL_POW_PP_BIOM_CCS,2025,0.0
RE1,PHL_POW_PP_BIOM_CCS,2026,0.0
RE1,PHL_POW_PP_BIOM_CCS,2027,0.0
RE1,PHL_POW_PP_BIOM_CCS,2028,0.0
RE1,PHL_POW_PP_BIOM_CCS,2029,0.0
RE1,PHL_POW_PP_BIOM_CCS,2030,0.0
RE1,PHL_POW_PP_BIOM_CCS,2031,0.0
RE1,PHL_POW_PP_BIOM_CCS,2032,0.0
RE1,PHL_POW_PP_BIOM_CCS,2033,0.0
RE1,PHL_POW_PP_BIOM_CCS,2034,0.0
RE1,PHL_POW_PP_BIOM_CCS,2035,0.0
RE1,PHL_POW_PP_BIOM_CCS,2036,0.0
RE1,PHL_POW_PP_BIOM_CCS,2037,0.0
RE1,PHL_POW_PP_BIOM_CCS,2038,0.0
RE1,PHL_POW_PP_BIOM_CCS,2039,0.0
RE1,PHL_POW_PP_BIOM_CCS,2040,0.0
RE1,PHL_POW_PP_BIOM_CCS,2041,0.0
RE1,PHL_POW_PP_BIOM_CCS,2042,0.0
RE1,PHL_POW_PP_BIOM_CCS,2043,-0.0
RE1,PHL_POW_PP_BIOM_CCS,2044,0.0
RE1,PHL_POW_PP_BIOM_CCS,2045,0.0
RE1,PHL_POW_PP_BIOM_CCS,2046,0.0
RE1,PHL_POW_PP_BIOM_CCS,2047,0.0
RE1,PHL_POW_PP_BIOM_CCS,2048,0.0
RE1,PHL_POW_PP_BIOM_CCS,2049,0.0
RE1,PHL_POW_PP_BIOM_CCS,2050,0.0
RE1,PHL_POW_PP_BIOM_CCS,2051,0.0
RE1,PHL_POW_PP_BIOM_CCS,2052,-0.0
RE1,PHL_POW_PP_BIOM_CCS,2053,0.0
RE1,PHL_POW_GEO_OLD,2020,0.0039
RE1,PHL_POW_GEO_OLD,2021,0.0036
RE1,PHL_POW_GEO_OLD,2022,0.0038
RE1,PHL_POW_GEO_OLD,2023,0.0039
RE1,PHL_POW_GEO_OLD,2024,0.0039
RE1,PHL_POW_GEO_OLD,2025,0.004
RE1,PHL_POW_GEO_OLD,2026,0.0067
RE1,PHL_POW_GEO_OLD,2027,0.0067
RE1,PHL_POW_GEO_OLD,2028,0.0067
RE1,PHL_POW_GEO_OLD,2029,0.0067
RE1,PHL_POW_GEO_OLD,2030,0.0067
RE1,PHL_POW_GEO_OLD,2031,0.0067
RE1,PHL_POW_GEO_OLD,2032,0.0067
RE1,PHL_POW_GEO_OLD,2033,0.0062
RE1,PHL_POW_GEO_OLD,2034,0.0068
RE1,PHL_POW_GEO_OLD,2035,0.0126
RE1,PHL_POW_GEO_OLD,2036,0.0126
RE1,PHL_POW_GEO_OLD,2037,0.0126
RE1,PHL_POW_GEO_OLD,2038,0.0126
RE1,PHL_POW_GEO_OLD,2039,0.0126
RE1,PHL_POW_GEO_OLD,2040,0.0126
RE1,PHL_POW_GEO_OLD,2041,0.0126
RE1,PHL_POW_GEO_OLD,2042,0.0126
RE1,PHL_POW_GEO_OLD,2043,0.0126
RE1,PHL_POW_GEO_OLD,2044,0.0126
RE1,PHL_POW_GEO_OLD,2045,0.0126
RE1,PHL_POW_GEO_OLD,2046,0.0126
RE1,PHL_POW_GEO_OLD,2047,0.0119
RE1,PHL_POW_GEO_OLD,2048,0.0109
RE1,PHL_POW_GEO_OLD,2049,0.0096
RE1,PHL_POW_GEO_OLD,2050,0.0097
RE1,PHL_POW_GEO_OLD,2051,0.0092
RE1,PHL_POW_GEO_OLD,2052,0.0072
RE1,PHL_POW_GEO_OLD,2053,0.0126
RE1,PHL_POW_CHP_COAL_OLD,2020,0.0209
RE1,PHL_POW_CHP_COAL_OLD,2021,0.0223
RE1,PHL_POW_CHP_COAL_OLD,2022,0.0239
RE1,PHL_POW_CHP_COAL_OLD,2023,0.0266
RE1,PHL_POW_CHP_COAL_OLD,2024,0.0286
RE1,PHL_POW_CHP_COAL_OLD,2025,0.0262
RE1,PHL_POW_CHP_COAL_OLD,2026,0.025
RE1,PHL_POW_CHP_COAL_OLD,2027,0.0232
RE1,PHL_POW_CHP_COAL_OLD,2028,0.0214
RE1,PHL_POW_CHP_COAL_OLD,2029,0.0196
RE1,PHL_POW_CHP_COAL_OLD,2030,0.0033
RE1,PHL_POW_CHP_COAL_OLD,2031,0.0059
RE1,PHL_POW_CHP_COAL_OLD,2032,0.0085
RE1,PHL_POW_CHP_COAL_OLD,2033,0.0114
RE1,PHL_POW_CHP_COAL_OLD,2034,0.0107
RE1,PHL_POW_CHP_COAL_OLD,2035,0.0089
RE1,PHL_POW_CHP_COAL_OLD,2036,0.0071
RE1,PHL_POW_CHP_COAL_OLD,2037,0.0054
RE1,PHL_POW_CHP_COAL_OLD,2038,0.0036
RE1,PHL_POW_CHP_COAL_OLD,2039,0.0018
RE1,PHL_POW_CHP_COAL_OLD,2040,0.0
RE1,PHL_POW_CHP_COAL_OLD,2041,0.0
RE1,PHL_POW_CHP_COAL_OLD,2042,0.0
RE1,PHL_POW_CHP_COAL_OLD,2043,0.0
RE1,PHL_POW_CHP_COAL_OLD,2044,0.0
RE1,PHL_POW_CHP_COAL_OLD,2045,0.0
RE1,PHL_POW_CHP_COAL_OLD,2046,0.0
RE1,PHL_POW_CHP_COAL_OLD,2047,0.0
RE1,PHL_POW_CHP_COAL_OLD,2048,0.0
RE1,PHL_POW_CHP_COAL_OLD,2049,0.0
RE1,PHL_POW_CHP_COAL_OLD,2050,0.0
RE1,PHL_POW_CHP_COAL_OLD,2051,0.0
RE1,PHL_POW_CHP_COAL_OLD,2052,0.0
RE1,PHL_POW_CHP_COAL_OLD,2053,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2020,0.0004
RE1,PHL_POW_CHP_BIOM_OLD,2021,0.0005
RE1,PHL_POW_CHP_BIOM_OLD,2022,0.0005
RE1,PHL_POW_CHP_BIOM_OLD,2023,0.0005
RE1,PHL_POW_CHP_BIOM_OLD,2024,0.0005
RE1,PHL_POW_CHP_BIOM_OLD,2025,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2026,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2027,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2028,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2029,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2030,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2031,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2032,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2033,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2034,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2035,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2036,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2037,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2038,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2039,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2040,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2041,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2042,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2043,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2044,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2045,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2046,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2047,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2048,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2049,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2050,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2051,-0.0
RE1,PHL_POW_CHP_BIOM_OLD,2052,0.0
RE1,PHL_POW_CHP_BIOM_OLD,2053,-0.0
RE1,PHL_INDU_PLANT_OTH,2020,0.0207
RE1,PHL_INDU_PLANT_OTH,2021,0.0212
RE1,PHL_INDU_PLANT_OTH,2022,0.0217
RE1,PHL_INDU_PLANT_OTH,2023,0.0222
RE1,PHL_INDU_PLANT_OTH,2024,0.0226
RE1,PHL_INDU_PLANT_OTH,2025,0.0231
RE1,PHL_INDU_PLANT_OTH,2026,0.0236
RE1,PHL_INDU_PLANT_OTH,2027,0.0241
RE1,PHL_INDU_PLANT_OTH,2028,0.0246
RE1,PHL_INDU_PLANT_OTH,2029,0.0251
RE1,PHL_INDU_PLANT_OTH,2030,0.0256
RE1,PHL_INDU_PLANT_OTH,2031,0.0262
RE1,PHL_INDU_PLANT_OTH,2032,0.0268
RE1,PHL_INDU_PLANT_OTH,2033,0.0273
RE1,PHL_INDU_PLANT_OTH,2034,0.0279
RE1,PHL_INDU_PLANT_OTH,2035,0.0285
RE1,PHL_INDU_PLANT_OTH,2036,0.0292
RE1,PHL_INDU_PLANT_OTH,2037,0.0299
RE1,PHL_INDU_PLANT_OTH,2038,0.0305
RE1,PHL_INDU_PLANT_OTH,2039,0.0312
RE1,PHL_INDU_PLANT_OTH,2040,0.0319
RE1,PHL_INDU_PLANT_OTH,2041,0.0327
RE1,PHL_INDU_PLANT_OTH,2042,0.0335
RE1,PHL_INDU_PLANT_OTH,2043,0.0343
RE1,PHL_INDU_PLANT_OTH,2044,0.0351
RE1,PHL_INDU_PLANT_OTH,2045,0.0359
RE1,PHL_INDU_PLANT_OTH,2046,0.0368
RE1,PHL_INDU_PLANT_OTH,2047,0.0377
RE1,PHL_INDU_PLANT_OTH,2048,0.0386
RE1,PHL_INDU_PLANT_OTH,2049,0.0395
RE1,PHL_INDU_PLANT_OTH,2050,0.0404
RE1,PHL_INDU_PLANT_OTH,2051,0.0414
RE1,PHL_INDU_PLANT_OTH,2052,0.0424
RE1,PHL_INDU_PLANT_OTH,2053,0.0434
RE1,PHL_INDU_OTHLPH_OIL,2020,0.0051
RE1,PHL_INDU_OTHLPH_OIL,2021,0.0022
RE1,PHL_INDU_OTHLPH_OIL,2022,0.0
RE1,PHL_INDU_OTHLPH_OIL,2023,0.0002
RE1,PHL_INDU_OTHLPH_OIL,2024,0.0
RE1,PHL_INDU_OTHLPH_OIL,2025,0.0002
RE1,PHL_INDU_OTHLPH_OIL,2026,-0.0
RE1,PHL_INDU_OTHLPH_OIL,2027,0.0
RE1,PHL_INDU_OTHLPH_OIL,2028,0.0
RE1,PHL_INDU_OTHLPH_OIL,2029,0.0
RE1,PHL_INDU_OTHLPH_OIL,2030,0.0
RE1,PHL_INDU_OTHLPH_OIL,2031,0.0
RE1,PHL_INDU_OTHLPH_OIL,2032,0.0
RE1,PHL_INDU_OTHLPH_OIL,2033,0.0
RE1,PHL_INDU_OTHLPH_OIL,2034,0.0
RE1,PHL_INDU_OTHLPH_OIL,2035,0.0
RE1,PHL_INDU_OTHLPH_OIL,2036,0.0
RE1,PHL_INDU_OTHLPH_OIL,2037,0.0
RE1,PHL_INDU_OTHLPH_OIL,2038,0.0
RE1,PHL_INDU_OTHLPH_OIL,2039,0.0
RE1,PHL_INDU_OTHLPH_OIL,2040,0.0
RE1,PHL_INDU_OTHLPH_OIL,2041,0.0
RE1,PHL_INDU_OTHLPH_OIL,2042,0.0
RE1,PHL_INDU_OTHLPH_OIL,2043,0.0
RE1,PHL_INDU_OTHLPH_OIL,2044,0.0
RE1,PHL_INDU_OTHLPH_OIL,2045,-0.0
RE1,PHL_INDU_OTHLPH_OIL,2046,0.0
RE1,PHL_INDU_OTHLPH_OIL,2047,0.0
RE1,PHL_INDU_OTHLPH_OIL,2048,0.0
RE1,PHL_INDU_OTHLPH_OIL,2049,0.0
RE1,PHL_INDU_OTHLPH_OIL,2050,0.0
RE1,PHL_INDU_OTHLPH_OIL,2051,0.0
RE1,PHL_INDU_OTHLPH_OIL,2052,0.0
RE1,PHL_INDU_OTHLPH_OIL,2053,0.0
RE1,PHL_INDU_OTHLPH_NG,2020,0.0001
RE1,PHL_INDU_OTHLPH_NG,2021,0.0
RE1,PHL_INDU_OTHLPH_NG,2022,-0.0
RE1,PHL_INDU_OTHLPH_NG,2023,0.0
RE1,PHL_INDU_OTHLPH_NG,2024,0.0
RE1,PHL_INDU_OTHLPH_NG,2025,0.0
RE1,PHL_INDU_OTHLPH_NG,2026,0.0
RE1,PHL_INDU_OTHLPH_NG,2027,0.0
RE1,PHL_INDU_OTHLPH_NG,2028,0.0
RE1,PHL_INDU_OTHLPH_NG,2029,-0.0
RE1,PHL_INDU_OTHLPH_NG,2030,0.0
RE1,PHL_INDU_OTHLPH_NG,2031,0.0
RE1,PHL_INDU_OTHLPH_NG,2032,0.0
RE1,PHL_INDU_OTHLPH_NG,2033,0.0
RE1,PHL_INDU_OTHLPH_NG,2034,0.0
RE1,PHL_INDU_OTHLPH_NG,2035,0.0
RE1,PHL_INDU_OTHLPH_NG,2036,0.0
RE1,PHL_INDU_OTHLPH_NG,2037,0.0
RE1,PHL_INDU_OTHLPH_NG,2038,0.0
RE1,PHL_INDU_OTHLPH_NG,2039,0.0
RE1,PHL_INDU_OTHLPH_NG,2040,0.0
RE1,PHL_INDU_OTHLPH_NG,2041,0.0
RE1,PHL_INDU_OTHLPH_NG,2042,-0.0
RE1,PHL_INDU_OTHLPH_NG,2043,-0.0
RE1,PHL_INDU_OTHLPH_NG,2044,-0.0
RE1,PHL_INDU_OTHLPH_NG,2045,0.0
RE1,PHL_INDU_OTHLPH_NG,2046,0.0
RE1,PHL_INDU_OTHLPH_NG,2047,0.0
RE1,PHL_INDU_OTHLPH_NG,2048,0.0
